SEASON,SITE,TRAN,50,100,150,200,250,300,400,500,600,700,800,900
SUMMER,BEYOND,4,0.066666667,0.166666667,0,0.266666667,0,0,0.483333333,0.6,0.25,3.15,1.533333333,7
SUMMER,EMPIRE,1,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,2,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,3,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,4,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,INDIANS,1,0.016666667,0,0,0.15,0,0,0,0,0,0,0,0
SUMMER,INDIANS,2,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,INDIANS,3,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,INDIANS,4,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,1,0,0,0,0,0,0.55,0,0,0,0,0,0
SUMMER,ISTHMUS,2,0.033333333,0.116666667,0,0,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,3,0.033333333,0,0,0,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,4,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,PARADISE,1,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,PARADISE,2,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,PARADISE,3,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,PARADISE,4,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER,PARSONS,1,0.033333333,0.4,0.2,0.266666667,0,0.05,0.233333333,0.116666667,0.2,0,0,0
SUMMER,PARSONS,2,0.05,0.1,0,0.1,0,0.133333333,2.6,0.45,0,0,0,0
SUMMER,PARSONS,3,0.15,0.1,0.05,0.066666667,0,0.516666667,0.45,0,0,0,0,0
SUMMER,PARSONS,4,0,0.033333333,0,0,0,0,0,0,0,0,0,0
SUMMER-2,ARROW,1,0.05,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,ARROW,2,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,ARROW,3,0.166666667,0.133333333,0.266666667,0.1,0,0,0,0,0,0,0,0
SUMMER-2,ARROW,4,0.066666667,0.1,0,0,0,0,0,0,0,0,0,0
SUMMER-2,BEYOND,1,0.866666667,0.766666667,0,0,0,0,5.95,0,0,1.55,0,0
SUMMER-2,BEYOND,2,0.1,0.033333333,0,0,0,0,5.45,0,0,1.866666667,0,0
SUMMER-2,BEYOND,3,0.133333333,0.1,0,0.033333333,0,0,1.283333333,0,0,0.266666667,0,0.033333333
SUMMER-2,BEYOND,4,0.166666667,0,0,0,0,0,1.966666667,0,0,0,0,0
SUMMER-2,EMPIRE,1,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,EMPIRE,2,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,EMPIRE,3,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,EMPIRE,4,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,INDIANS,1,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,INDIANS,2,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,INDIANS,3,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,INDIANS,4,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,ISTHMUS,1,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,ISTHMUS,2,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,ISTHMUS,3,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,ISTHMUS,4,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,PARADISE,1,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,PARADISE,2,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,PARADISE,3,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,PARADISE,4,0,0,0,0,0,0,0,0,0,0,0,0
SUMMER-2,PARSONS,1,1,0.15,0.233333333,0,0,0,11.3,0,0,0.416666667,0,0
SUMMER-2,PARSONS,2,0.133333333,0.733333333,0,0,0,0,10.98333333,0,0,0.5,0,0
SUMMER-2,PARSONS,3,1.616666667,0.266666667,0,0,0,0,6.016666667,0,0,0.2,0,0
SUMMER-2,PARSONS,4,0.966666667,0.4,0,0,0,0,2,0,0,0.433333333,0,0
WINTER,ARROW,1,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,ARROW,2,0.016666667,0,0,0,0,0,0,0,0,0,0,0
WINTER,ARROW,3,0,0.016666667,0,0.083333333,0,0.016666667,0,0,0,0,0,0
WINTER,ARROW,4,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,BEYOND,1,0.05,0.016666667,0,0.1,0,0,0.166666667,0,0,0,0,0.333333333
WINTER,BEYOND,2,0.033333333,0,0,0.05,0,0.166666667,0.083333333,0,0,0,0,0
WINTER,BEYOND,3,0.033333333,0,0,0.033333333,0,0.033333333,0.366666667,0,0,0,0.1,0
WINTER,BEYOND,4,0,0.033333333,0,0.05,0,0,0.25,0,0,0,0,0
WINTER,EMPIRE,1,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,EMPIRE,2,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,EMPIRE,3,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,EMPIRE,4,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,INDIANS,1,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,INDIANS,2,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,INDIANS,3,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,INDIANS,4,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,1,0,0.05,0,0,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,2,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,3,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,4,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,PARADISE,1,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,PARADISE,2,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,PARADISE,3,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,PARADISE,4,0,0,0,0,0,0,0,0,0,0,0,0
WINTER,PARSONS,1,0,0,0,0.116666667,0,0.05,0.25,0.066666667,0,0,0,0
WINTER,PARSONS,2,0,0.016666667,0.066666667,0.133333333,0,0.066666667,0.116666667,0.066666667,0.05,0,0,0
WINTER,PARSONS,3,0,0.083333333,0.05,0.066666667,0,0.016666667,0.05,0.066666667,0.05,0,0,0
WINTER,PARSONS,4,0,0,0,0,0,0,0,0,0,0,0,0
